country,state,state_name,year,month,sentiment,Total,Negative,Neutral,Positive,LDA,NMF,LDA_0,LDA_1,LDA_2,LDA_3,LDA_4,LDA_5,LDA_6,LDA_7,LDA_8,LDA_9,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,words,freq
USA,AK,Alaska,2020,01,0.1037037037037037,9,1.0,4.0,4.0,0,6,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,"['people' 'zero' 'like' 'attention' 'bit' 'case' 'cases' 'cdc' 'center'
 'china']",[4 3 2 1 1 1 1 1 1 1]
USA,AK,Alaska,2020,02,-0.009298566017316021,32,10.0,13.0,9.0,8,1,6.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,15.0,1.0,6.0,10.0,5.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,['flu' 'like' 'sick' 'zero' 'cdc' 'people' 'wuhan' 'day' 'died' 'feel'],[7 6 6 6 4 4 4 3 3 3]
USA,AK,Alaska,2020,03,0.07631516849163908,255,53.0,105.0,97.0,8,0,46.0,22.0,15.0,16.0,2.0,16.0,18.0,15.0,86.0,19.0,71.0,17.0,17.0,17.0,58.0,9.0,24.0,12.0,12.0,18.0,"['people' 'case' 'trump' 'day' 'american' 'new' 'thing' 'die' 'help'
 'death']",[32 21 17 16 10 10 10  9  9  8]
USA,AK,Alaska,2020,04,0.09293145416674829,306,70.0,87.0,149.0,8,4,48.0,19.0,22.0,27.0,3.0,14.0,26.0,15.0,81.0,51.0,82.0,9.0,16.0,11.0,93.0,21.0,12.0,18.0,24.0,20.0,"['know' 'need' 'like' 'time' 'day' 'death' 'people' 'work' 'trump'
 'getting']",[22 22 20 17 16 16 15 15 14 13]
USA,AK,Alaska,2020,05,0.0724733263369627,99,22.0,36.0,41.0,8,4,14.0,7.0,5.0,4.0,0.0,5.0,7.0,9.0,27.0,21.0,20.0,3.0,3.0,4.0,25.0,6.0,7.0,9.0,10.0,12.0,"['day' 'people' 'like' 'student' 'administration' 'know' 'time' 'work'
 'test' 'dont']",[12 12 10  9  8  8  8  8  7  6]
USA,AL,Alabama,2020,01,0.07658536585365854,41,8.0,16.0,17.0,8,4,10.0,4.0,5.0,0.0,4.0,0.0,1.0,1.0,14.0,2.0,5.0,6.0,4.0,3.0,9.0,5.0,7.0,2.0,0.0,0.0,"['people' 'wuhan' 'china' 'like' 'new' 'outbreak' 'time' 'chinese' 'city'
 'disease']",[10 10  7  7  6  6  5  4  3  3]
USA,AL,Alabama,2020,02,-0.005854932977574488,159,53.0,67.0,39.0,8,1,28.0,30.0,6.0,3.0,2.0,11.0,14.0,4.0,54.0,7.0,21.0,35.0,18.0,2.0,28.0,6.0,9.0,10.0,18.0,12.0,"['people' 'china' 'wuhan' 'beer' 'outbreak' 'shit' 'know' 'like' 'need'
 'congress']",[15 14 13 11 10 10  9  9  9  8]
USA,AL,Alabama,2020,03,0.06774843388886247,1250,244.0,524.0,482.0,8,4,226.0,148.0,69.0,87.0,23.0,45.0,110.0,50.0,322.0,170.0,201.0,153.0,180.0,58.0,291.0,63.0,67.0,61.0,77.0,99.0,"['people' 'like' 'trump' 'going' 'time' 'pandemic' 'need' 'say' 'know'
 'test']",[101  71  62  54  54  53  50  49  44  44]
USA,AL,Alabama,2020,04,0.08108770387335108,1331,243.0,487.0,601.0,8,4,212.0,79.0,66.0,83.0,37.0,88.0,112.0,134.0,359.0,161.0,305.0,57.0,187.0,63.0,313.0,98.0,70.0,63.0,103.0,72.0,"['pandemic' 'thank' 'people' 'time' 'face' 'like' 'essential' 'fight'
 'daily' 'service']",[115 100  86  79  73  72  71  71  69  67]
USA,AL,Alabama,2020,05,0.09132605986380875,452,88.0,144.0,220.0,8,4,86.0,38.0,17.0,26.0,11.0,14.0,33.0,57.0,119.0,51.0,107.0,15.0,66.0,25.0,114.0,23.0,17.0,21.0,25.0,39.0,"['pandemic' 'thank' 'daily' 'service' 'challenge' 'essential' 'face'
 'fight' 'home' 'south']",[57 45 43 43 39 39 39 39 37 37]
USA,AR,Arkansas,2020,01,0.08928571428571429,14,3.0,5.0,6.0,8,1,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,"['probably' 'ask' 'bring' 'die' 'extra' 'hate' 'important' 'outbreak'
 'protect' 'wont']",[3 2 2 2 2 2 2 2 2 2]
USA,AR,Arkansas,2020,02,-0.0020299145299145296,65,10.0,31.0,24.0,8,1,10.0,6.0,10.0,0.0,2.0,1.0,6.0,2.0,20.0,8.0,5.0,16.0,6.0,1.0,14.0,0.0,1.0,12.0,4.0,6.0,"['trump' 'support' 'disease' 'wuhan' 'break' 'death' 'feel' 'flu' 'know'
 'law']",[13  8  5  5  4  4  4  4  4  4]
USA,AR,Arkansas,2020,03,0.04436872746192708,584,141.0,224.0,219.0,8,4,85.0,50.0,58.0,48.0,6.0,15.0,41.0,24.0,188.0,69.0,105.0,72.0,77.0,28.0,116.0,29.0,39.0,34.0,37.0,47.0,"['people' 'like' 'case' 'need' 'day' 'time' 'trump' 'week'
 'realdonaldtrump' 'away']",[55 36 33 31 30 29 25 25 24 23]
USA,AR,Arkansas,2020,04,0.06581452855557572,736,141.0,279.0,316.0,8,4,115.0,42.0,38.0,39.0,9.0,50.0,67.0,44.0,217.0,115.0,177.0,46.0,56.0,32.0,199.0,45.0,42.0,40.0,52.0,47.0,['people' 'like' 'need' 'day' 'case' 'time' 'home' 'trump' 'don' 'help'],[56 41 41 37 35 35 34 33 27 27]
USA,AR,Arkansas,2020,05,0.024812674599620412,203,58.0,69.0,76.0,8,0,43.0,10.0,7.0,14.0,3.0,10.0,16.0,11.0,50.0,39.0,55.0,4.0,13.0,10.0,53.0,19.0,9.0,10.0,14.0,16.0,"['case' 'home' 'day' 'new' 'pandemic' 'nursing' 'know' 'need' 'time'
 'like']",[19 18 17 16 16 15 14 14 13 12]
USA,AZ,Arizona,2020,01,0.0119452207426891,158,38.0,68.0,52.0,8,1,25.0,33.0,7.0,3.0,4.0,5.0,8.0,3.0,55.0,15.0,11.0,48.0,22.0,4.0,32.0,5.0,7.0,4.0,8.0,17.0,"['think' 'people' 'wuhan' 'chinese' 'going' 've' 'week' 'china' 'outbreak'
 'shit']",[14 13 12 11 11 10 10  8  8  8]
USA,AZ,Arizona,2020,02,0.04612725548168947,501,115.0,206.0,180.0,8,1,74.0,80.0,41.0,28.0,9.0,20.0,23.0,17.0,165.0,44.0,53.0,142.0,26.0,21.0,93.0,21.0,20.0,51.0,33.0,41.0,['trump' 'wuhan' 'people' 'like' 'beer' 'china' 'know' 'flu' 'don' 'time'],[47 47 40 36 33 32 31 29 24 24]
USA,AZ,Arizona,2020,03,0.051201092330662806,3153,733.0,1214.0,1206.0,8,4,435.0,329.0,212.0,205.0,47.0,161.0,300.0,131.0,940.0,393.0,552.0,363.0,354.0,136.0,778.0,150.0,214.0,179.0,228.0,199.0,['people' 'like' 'need' 'trump' 'time' 'know' 'home' 'going' 'help' 'day'],[283 188 172 157 143 122 119 116 107 106]
USA,AZ,Arizona,2020,04,0.04881983074188986,3540,848.0,1327.0,1365.0,8,4,569.0,227.0,232.0,214.0,88.0,221.0,302.0,168.0,944.0,575.0,822.0,154.0,305.0,161.0,988.0,168.0,214.0,259.0,221.0,248.0,"['people' 'trump' 'time' 'like' 'need' 'death' 'today' 'home' 'help'
 'know']",[310 279 186 183 177 167 136 135 129 129]
USA,AZ,Arizona,2020,05,0.05002696169353009,1272,329.0,445.0,498.0,8,4,215.0,84.0,87.0,75.0,40.0,78.0,103.0,59.0,357.0,174.0,294.0,54.0,113.0,39.0,334.0,72.0,82.0,113.0,93.0,78.0,"['trump' 'people' 'like' 'death' 'pandemic' 'know' 'day' 'case' 'new'
 'time']",[136 104  79  76  60  54  53  51  51  50]
USA,CA,California,2020,01,-0.0023796429178460435,1600,413.0,713.0,474.0,8,1,226.0,390.0,80.0,59.0,26.0,57.0,111.0,86.0,434.0,131.0,131.0,471.0,173.0,50.0,346.0,83.0,104.0,30.0,115.0,97.0,"['wuhan' 'china' 'people' 'like' 'shit' 'fuck' 'going' 'good' 'california'
 'day']",[265 195 125  90  82  52  51  51  50  50]
USA,CA,California,2020,02,0.03866409870604028,3735,859.0,1461.0,1415.0,8,1,454.0,774.0,286.0,208.0,86.0,133.0,274.0,168.0,1059.0,293.0,397.0,1307.0,210.0,105.0,593.0,233.0,237.0,185.0,227.0,241.0,"['wuhan' 'people' 'china' 'trump' 'like' 'california' 'time' 'case' 'flu'
 'know']",[360 345 267 208 192 137 137 126 123 121]
USA,CA,California,2020,03,0.04420032053049423,24580,5658.0,9719.0,9203.0,8,4,3418.0,3092.0,1344.0,1611.0,455.0,1128.0,2106.0,1234.0,6960.0,3232.0,4116.0,3460.0,2996.0,1117.0,5848.0,1212.0,1471.0,1068.0,1616.0,1676.0,['people' 'like' 'time' 'trump' 'need' 'home' 'day' 'know' 'stay' 'don'],[2016 1433 1123 1066 1030  977  912  859  832  828]
USA,CA,California,2020,04,0.05499175454775145,28172,6527.0,10596.0,11049.0,8,4,4265.0,1857.0,1847.0,1974.0,696.0,1703.0,2698.0,1712.0,7023.0,4397.0,6455.0,1353.0,3171.0,1316.0,7196.0,1603.0,1701.0,1753.0,1936.0,1688.0,"['people' 'trump' 'time' 'like' 'need' 'pandemic' 'california' 'home'
 'day' 'know']",[2339 1702 1513 1503 1229 1178 1052 1005  997  935]
USA,CA,California,2020,05,0.05751967993778706,9012,2090.0,3236.0,3686.0,8,4,1514.0,583.0,520.0,642.0,226.0,500.0,800.0,509.0,2339.0,1379.0,2234.0,431.0,877.0,406.0,2312.0,478.0,554.0,456.0,708.0,556.0,"['people' 'like' 'trump' 'time' 'california' 'day' 'death' 'new' 'need'
 'know']",[753 539 474 426 387 384 379 371 364 357]
USA,CO,Colorado,2020,01,0.023745587745587753,65,15.0,23.0,27.0,0,4,18.0,10.0,2.0,5.0,0.0,2.0,3.0,3.0,18.0,4.0,2.0,15.0,11.0,4.0,16.0,8.0,4.0,0.0,3.0,2.0,['wuhan' 'case' 'china' 'guess' 'idea' 'people' 'care' 'far' 'flu' 'home'],[17  7  7  5  5  5  4  4  4  4]
USA,CO,Colorado,2020,02,-0.0005143312876775921,257,68.0,95.0,94.0,8,1,41.0,42.0,18.0,7.0,2.0,4.0,34.0,9.0,86.0,14.0,43.0,86.0,12.0,8.0,31.0,12.0,21.0,17.0,13.0,14.0,"['people' 'china' 'trump' 'flu' 'beer' 'wuhan' 'rate' 'time' 'americans'
 'dont']",[26 23 20 17 16 16 15 14 12 12]
USA,CO,Colorado,2020,03,0.04815184338971116,2185,507.0,805.0,873.0,8,4,377.0,172.0,117.0,150.0,35.0,84.0,208.0,116.0,625.0,301.0,444.0,196.0,243.0,100.0,544.0,93.0,149.0,106.0,152.0,158.0,"['people' 'like' 'need' 'case' 'day' 'trump' 'home' 'realdonaldtrump'
 'time' 'know']",[187 145 119 116 108 107 100  95  88  87]
USA,CO,Colorado,2020,04,0.06050584794993784,2535,561.0,945.0,1029.0,8,4,390.0,173.0,169.0,149.0,52.0,145.0,248.0,136.0,672.0,401.0,585.0,102.0,291.0,135.0,635.0,151.0,147.0,169.0,157.0,163.0,"['people' 'trump' 'time' 'like' 'day' 'know' 'death' 'pandemic' 'need'
 'say']",[190 171 133 125 104 100  96  94  90  88]
USA,CO,Colorado,2020,05,0.09464383595247851,743,149.0,262.0,332.0,8,4,135.0,40.0,54.0,50.0,8.0,47.0,62.0,24.0,168.0,155.0,164.0,29.0,78.0,45.0,197.0,54.0,32.0,53.0,51.0,40.0,"['trump' 'day' 'like' 'people' 'biden' 'time' 'home' 'pandemic' 'really'
 'hope']",[54 50 45 44 35 35 30 29 29 28]
USA,CT,Connecticut,2020,01,0.017530030030030033,37,4.0,26.0,7.0,8,1,4.0,3.0,0.0,2.0,1.0,1.0,6.0,5.0,13.0,2.0,6.0,7.0,5.0,3.0,6.0,2.0,3.0,1.0,1.0,3.0,"['china' 'epidemic' 'group' 'people' 'check' 'flu' 'outbreak' 'school'
 'world' 'available']",[7 4 4 4 3 3 3 3 3 2]
USA,CT,Connecticut,2020,02,0.01969280928451783,199,56.0,79.0,64.0,8,1,23.0,34.0,12.0,5.0,2.0,11.0,18.0,5.0,72.0,17.0,31.0,48.0,18.0,6.0,46.0,7.0,8.0,7.0,14.0,14.0,"['wuhan' 'day' 'people' 'case' 'pandemic' 'china' 'market' 'buy' 'flu'
 'shit']",[21 13 13 12 12 11  9  8  8  8]
USA,CT,Connecticut,2020,03,0.06759923739197744,1464,336.0,558.0,570.0,8,4,215.0,139.0,83.0,101.0,36.0,69.0,166.0,51.0,393.0,211.0,301.0,167.0,155.0,59.0,330.0,97.0,94.0,58.0,110.0,93.0,['people' 'need' 'know' 'like' 'trump' 'life' 'home' 'right' 'don' 'week'],[128  95  73  67  64  61  58  54  51  50]
USA,CT,Connecticut,2020,04,0.07316798740044914,1680,366.0,602.0,712.0,8,4,275.0,93.0,128.0,85.0,48.0,86.0,169.0,88.0,415.0,293.0,385.0,77.0,125.0,102.0,485.0,103.0,79.0,102.0,131.0,91.0,"['people' 'trump' 'like' 'time' 'need' 'right' 'new' 'make' 'pandemic'
 'home']",[118 103  88  80  79  70  68  66  65  63]
USA,CT,Connecticut,2020,05,0.08200387860407064,623,128.0,207.0,288.0,8,4,122.0,36.0,30.0,45.0,18.0,21.0,49.0,41.0,146.0,115.0,160.0,21.0,59.0,26.0,169.0,30.0,42.0,28.0,38.0,50.0,"['people' 'know' 'death' 'like' 'need' 'trump' 'time' 'new' 'test'
 'pandemic']",[47 35 33 33 32 29 28 24 24 23]
USA,DC,District of Columbia,2020,01,0.06437675865800865,80,9.0,39.0,32.0,0,4,22.0,13.0,4.0,4.0,2.0,2.0,9.0,5.0,14.0,5.0,13.0,5.0,9.0,8.0,17.0,13.0,2.0,3.0,5.0,5.0,"['wuhan' 'china' 'like' 'people' 'resident' 'case' 'government' 'outbreak'
 'reporting' 'good']",[19 16  9  7  7  6  6  6  6  5]
USA,DC,District of Columbia,2020,02,0.018944413755611678,288,80.0,115.0,93.0,0,4,56.0,40.0,26.0,11.0,4.0,12.0,53.0,15.0,51.0,20.0,51.0,45.0,27.0,12.0,65.0,22.0,18.0,27.0,10.0,11.0,"['case' 'china' 'trump' 'wuhan' 'people' 'need' 'like' 'good' 'news'
 'americans']",[27 26 25 25 23 20 15 13 13 10]
USA,DC,District of Columbia,2020,03,0.06293877329385769,2429,502.0,945.0,982.0,8,4,412.0,176.0,117.0,140.0,31.0,120.0,301.0,156.0,610.0,366.0,421.0,181.0,373.0,120.0,601.0,154.0,145.0,137.0,164.0,133.0,"['people' 'time' 'dc' 'trump' 'like' 'need' 'health' 'pandemic' 'case'
 'going']",[196 139 136 136 131 109  96  94  87  86]
USA,DC,District of Columbia,2020,04,0.07792669910498738,2901,547.0,1067.0,1287.0,8,4,504.0,121.0,184.0,184.0,56.0,192.0,353.0,209.0,590.0,508.0,642.0,80.0,337.0,129.0,780.0,239.0,160.0,206.0,196.0,132.0,"['people' 'trump' 'dc' 'pandemic' 'time' 'new' 'like' 'need' 'death'
 'president']",[216 213 198 171 168 135 133 119 115 115]
USA,DC,District of Columbia,2020,05,0.063046518989139,994,218.0,370.0,406.0,8,4,188.0,25.0,63.0,66.0,37.0,74.0,110.0,67.0,197.0,167.0,226.0,10.0,126.0,59.0,257.0,76.0,58.0,78.0,49.0,55.0,"['people' 'trump' 'pandemic' 'dc' 'death' 'time' 'like' 'new' 'mask'
 'need']",[76 75 62 57 55 54 46 46 43 43]
USA,DE,Delaware,2020,01,0.049999999999999996,6,0.0,4.0,2.0,1,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"['drinking' 'excuse' 'guess' 'chinese' 'course' 'eating' 'family' 'food'
 'issue' 'talk']",[2 2 2 1 1 1 1 1 1 1]
USA,DE,Delaware,2020,02,-0.009095434868162137,22,3.0,12.0,7.0,8,4,4.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,"['die' 'crisis' 'face' 'likely' 'live' 'need' 'people' 'real' 'social'
 'world']",[5 3 3 3 3 3 3 3 3 3]
USA,DE,Delaware,2020,03,0.086067363721627,191,36.0,85.0,70.0,8,4,31.0,29.0,24.0,7.0,1.0,13.0,18.0,7.0,45.0,16.0,36.0,25.0,18.0,7.0,43.0,9.0,9.0,11.0,16.0,17.0,"['people' 'time' 'like' 'don' 'realdonaldtrump' 'thing' 'going' 'got'
 'governor' 'know']",[13 13 12  9  9  8  7  7  7  7]
USA,DE,Delaware,2020,04,0.07164760461760461,250,53.0,88.0,109.0,8,4,51.0,20.0,31.0,6.0,2.0,15.0,24.0,14.0,53.0,34.0,40.0,13.0,23.0,19.0,85.0,16.0,10.0,23.0,15.0,6.0,['time' 'stay' 'trump' 'day' 'know' 'people' 'say' 'life' 'like' 'need'],[21 16 15 14 14 14 14 12 12 12]
USA,DE,Delaware,2020,05,0.013085888734036882,81,21.0,30.0,30.0,8,4,12.0,5.0,7.0,4.0,2.0,12.0,5.0,4.0,25.0,5.0,17.0,5.0,4.0,5.0,22.0,10.0,3.0,6.0,6.0,3.0,"['like' 'fucking' 'life' 'americans' 'think' 'way' 'wouldn' 'death'
 'idiot' 'let']",[8 6 6 5 5 5 5 4 4 4]
USA,FL,Florida,2020,01,-0.020861739437898378,302,83.0,139.0,80.0,8,1,60.0,68.0,16.0,10.0,6.0,9.0,17.0,11.0,80.0,25.0,28.0,81.0,34.0,6.0,75.0,13.0,18.0,6.0,22.0,19.0,"['wuhan' 'china' 'like' 'people' 'beer' 'outbreak' 'shit' 'going' 'flu'
 'think']",[42 34 26 24 18 15 15 14 13 13]
USA,FL,Florida,2020,02,0.03243557460241836,1126,260.0,470.0,396.0,8,1,168.0,182.0,103.0,30.0,23.0,58.0,92.0,49.0,366.0,55.0,135.0,301.0,83.0,56.0,179.0,54.0,82.0,77.0,72.0,87.0,"['people' 'wuhan' 'trump' 'like' 'china' 'think' 'know' 'beer' 'good'
 'case']",[101  92  84  73  68  48  44  41  41  40]
USA,FL,Florida,2020,03,0.041022989405059246,8821,2035.0,3609.0,3177.0,8,4,1448.0,916.0,579.0,565.0,209.0,426.0,728.0,449.0,2437.0,1064.0,1679.0,1032.0,1164.0,405.0,2168.0,432.0,437.0,434.0,493.0,577.0,"['people' 'florida' 'trump' 'time' 'like' 'need' 'case' 'stay' 'day'
 'know']",[620 528 403 395 387 354 350 315 307 298]
USA,FL,Florida,2020,04,0.044541962418281456,11487,2709.0,4462.0,4316.0,8,4,1843.0,728.0,851.0,810.0,298.0,741.0,1049.0,716.0,2757.0,1694.0,2523.0,500.0,1363.0,522.0,3012.0,630.0,612.0,920.0,755.0,650.0,"['trump' 'people' 'florida' 'like' 'time' 'realdonaldtrump' 'need'
 'pandemic' 'day' 'know']",[1026  816  741  594  492  486  461  455  425  419]
USA,FL,Florida,2020,05,0.05380793185508357,3267,778.0,1152.0,1337.0,8,4,573.0,191.0,230.0,223.0,98.0,177.0,299.0,184.0,786.0,506.0,784.0,161.0,385.0,136.0,785.0,241.0,167.0,198.0,220.0,190.0,"['trump' 'people' 'florida' 'like' 'day' 'pandemic' 'need' 'death' 'time'
 'new']",[250 235 219 182 171 143 138 137 130 128]
USA,GA,Georgia,2020,01,-0.01981698454524541,138,38.0,55.0,45.0,8,1,13.0,40.0,13.0,2.0,3.0,1.0,3.0,10.0,48.0,5.0,7.0,32.0,17.0,6.0,31.0,6.0,10.0,6.0,12.0,11.0,"['wuhan' 'china' 'people' 'outbreak' 'got' 'like' 'beer' 'case' 'fucking'
 'isn']",[21 16 14  9  8  7  6  5  5  5]
USA,GA,Georgia,2020,02,0.016498104714522625,335,91.0,152.0,92.0,8,1,48.0,67.0,26.0,14.0,7.0,11.0,25.0,20.0,98.0,19.0,51.0,100.0,24.0,12.0,50.0,18.0,30.0,19.0,16.0,15.0,"['people' 'wuhan' 'don' 'flu' 'trump' 'china' 'beer' 'time' 'know'
 'outbreak']",[44 39 23 19 19 18 17 14 12 12]
USA,GA,Georgia,2020,03,0.057462595300631525,3480,716.0,1433.0,1331.0,8,4,534.0,483.0,166.0,194.0,64.0,161.0,269.0,202.0,962.0,445.0,582.0,503.0,498.0,153.0,821.0,202.0,194.0,107.0,204.0,216.0,['people' 'like' 'need' 'time' 'georgia' 'know' 'home' 'got' 'don' 'day'],[266 194 172 171 158 139 136 135 128 119]
USA,GA,Georgia,2020,04,0.06264343964187931,3811,818.0,1472.0,1521.0,8,4,576.0,290.0,242.0,289.0,93.0,196.0,289.0,216.0,1029.0,591.0,904.0,237.0,409.0,167.0,974.0,204.0,213.0,198.0,270.0,235.0,"['people' 'georgia' 'like' 'trump' 'time' 'pandemic' 'know' 'day' 'home'
 'need']",[284 260 218 184 182 162 150 146 145 128]
USA,GA,Georgia,2020,05,0.07798970175689203,1205,228.0,478.0,499.0,8,0,193.0,90.0,59.0,84.0,39.0,88.0,91.0,68.0,305.0,188.0,314.0,75.0,114.0,34.0,296.0,89.0,58.0,38.0,102.0,85.0,"['georgia' 'like' 'people' 'time' 'today' 'day' 'good' 'case' 'going'
 'new']",[96 84 78 67 53 52 45 42 42 41]
USA,HI,Hawaii,2020,01,0.0329841016683122,57,12.0,32.0,13.0,9,2,5.0,11.0,4.0,5.0,0.0,1.0,5.0,9.0,5.0,12.0,3.0,12.0,24.0,0.0,3.0,2.0,3.0,0.0,4.0,6.0,"['wuhan' 'youtube' 'china' 'day' 'family' 'flu' 'home' 'today' 'watch'
 'way']",[11 11  8  5  4  4  4  4  4  4]
USA,HI,Hawaii,2020,02,0.049612544742414874,88,27.0,30.0,31.0,8,1,25.0,11.0,4.0,2.0,0.0,1.0,7.0,1.0,32.0,5.0,12.0,27.0,4.0,4.0,13.0,6.0,8.0,3.0,5.0,6.0,"['wuhan' 'dont' 'like' 'yall' 'disease' 'going' 'people' 'shit' 'best'
 'china']",[10  9  9  8  7  7  7  7  6  6]
USA,HI,Hawaii,2020,03,0.06160354396097067,692,147.0,289.0,256.0,8,4,113.0,93.0,41.0,54.0,24.0,30.0,54.0,41.0,152.0,90.0,120.0,91.0,88.0,36.0,167.0,39.0,45.0,22.0,38.0,46.0,['people' 'case' 'need' 'time' 'don' 'home' 'trump' 'stay' 'day' 'got'],[62 52 39 39 38 35 35 31 30 30]
USA,HI,Hawaii,2020,04,0.038986860088338585,930,233.0,366.0,331.0,9,4,137.0,74.0,57.0,80.0,21.0,36.0,87.0,58.0,181.0,199.0,240.0,39.0,124.0,35.0,243.0,52.0,53.0,42.0,54.0,48.0,['people' 'time' 'case' 'day' 'home' 'new' 'like' 'need' 'pandemic' 'stay'],[68 65 62 54 50 47 45 42 41 41]
USA,HI,Hawaii,2020,05,0.04589442775667266,245,41.0,107.0,97.0,8,0,41.0,18.0,15.0,21.0,10.0,10.0,12.0,8.0,63.0,47.0,77.0,14.0,27.0,12.0,61.0,9.0,9.0,7.0,11.0,18.0,['time' 'day' 'new' 'pandemic' 'people' 'work' 'case' 'like' 'today' 'big'],[28 23 21 18 15 15 14 12 12 11]
USA,IA,Iowa,2020,01,0.08809400123685839,35,7.0,7.0,21.0,8,2,9.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,14.0,4.0,1.0,2.0,8.0,2.0,8.0,1.0,6.0,0.0,7.0,0.0,"['wuhan' 'china' 'case' 'people' 'day' 'getting' 'animal' 'come'
 'confirmed' 'like']",[13 11 10  6  5  5  4  4  4  4]
USA,IA,Iowa,2020,02,0.08873128835250048,99,19.0,33.0,47.0,8,1,4.0,15.0,3.0,0.0,4.0,5.0,14.0,9.0,34.0,11.0,13.0,41.0,4.0,1.0,15.0,6.0,5.0,3.0,7.0,4.0,"['thread' 'plan' 'white' 'house' 'january' 'national' 'treatment' 'wuhan'
 'good' 'know']",[13 12 11 10 10  9  9  9  7  7]
