country,state,state_name,year,month,sentiment,Total,Negative,Neutral,Positive,LDA,NMF,LDA_0,LDA_1,LDA_2,LDA_3,LDA_4,LDA_5,LDA_6,LDA_7,LDA_8,LDA_9,NMF_0,NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,words,freq
USA,PA,Pennsylvania,2020,01,0.008086471861471862,200,48.0,97.0,55.0,8,4,31.0,17.0,14.0,5.0,8.0,6.0,15.0,9.0,79.0,16.0,18.0,34.0,24.0,7.0,54.0,7.0,12.0,9.0,28.0,7.0,"['wuhan' 'china' 'like' 'day' 'people' 'make' 'don' 'know' 'case'
 'disease']",[38 34 22 18 16 15 12 12 10 10]
USA,PA,Pennsylvania,2020,02,0.020219895631291215,498,125.0,193.0,180.0,8,1,68.0,78.0,39.0,17.0,15.0,25.0,54.0,18.0,161.0,23.0,59.0,122.0,29.0,17.0,100.0,20.0,34.0,29.0,42.0,46.0,['people' 'trump' 'like' 'case' 'wuhan' 'flu' 'china' 'going' 'say' 'don'],[39 35 34 33 32 30 29 27 25 24]
USA,PA,Pennsylvania,2020,03,0.05138447622684722,4147,915.0,1647.0,1585.0,8,4,611.0,462.0,202.0,273.0,62.0,202.0,375.0,218.0,1155.0,587.0,761.0,485.0,509.0,191.0,1036.0,229.0,238.0,156.0,255.0,287.0,['people' 'like' 'stay' 'time' 'home' 'need' 'day' 'know' 'don' 'pandemic'],[320 224 176 176 172 157 156 143 140 137]
USA,PA,Pennsylvania,2020,04,0.06410294493927587,5143,1159.0,1817.0,2167.0,8,4,816.0,331.0,319.0,317.0,121.0,332.0,500.0,305.0,1248.0,854.0,1172.0,226.0,595.0,221.0,1415.0,290.0,262.0,298.0,331.0,333.0,"['people' 'trump' 'time' 'like' 'need' 'pandemic' 'new' 'know' 'death'
 'help']",[356 350 271 267 258 255 232 204 183 167]
USA,PA,Pennsylvania,2020,05,0.051525922830790584,1777,425.0,663.0,689.0,8,4,280.0,118.0,121.0,112.0,34.0,114.0,163.0,87.0,426.0,322.0,443.0,66.0,171.0,64.0,491.0,114.0,105.0,102.0,117.0,104.0,"['people' 'trump' 'day' 'like' 'need' 'home' 'death' 'life' 'time'
 'pandemic']",[140 128  95  92  79  72  71  66  66  65]
USA,RI,Rhode Island,2020,01,-0.0013545048701298712,16,3.0,7.0,6.0,1,1,3.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,"['china' 'way' 'government' 'make' 'news' 'real' 'really' 'sent' 'aid'
 'beer']",[6 3 2 2 2 2 2 2 1 1]
USA,RI,Rhode Island,2020,02,-0.08925748228379808,76,31.0,31.0,14.0,1,4,10.0,18.0,10.0,1.0,1.0,4.0,8.0,2.0,17.0,5.0,11.0,18.0,5.0,4.0,19.0,3.0,4.0,6.0,3.0,3.0,['flu' 'trump' 'wuhan' 'guy' 'let' 'like' 'people' 'public' 'say' 'thank'],[9 7 6 5 5 5 5 5 5 5]
USA,RI,Rhode Island,2020,03,0.06345869863001243,529,115.0,195.0,219.0,8,4,84.0,50.0,27.0,46.0,11.0,29.0,49.0,23.0,116.0,94.0,114.0,67.0,59.0,19.0,141.0,28.0,37.0,18.0,27.0,19.0,['people' 'case' 'day' 'like' 'need' 'time' 'work' 'know' 'today' 'home'],[45 38 37 37 26 25 25 24 23 20]
USA,RI,Rhode Island,2020,04,0.04310712479139709,639,172.0,215.0,252.0,8,4,99.0,37.0,21.0,42.0,16.0,34.0,67.0,40.0,180.0,103.0,121.0,27.0,45.0,38.0,207.0,36.0,56.0,42.0,31.0,36.0,['people' 'trump' 'home' 'new' 'day' 'good' 'know' 'time' 'death' 'really'],[74 49 47 38 34 33 31 31 29 28]
USA,RI,Rhode Island,2020,05,0.01588118240067781,218,62.0,67.0,89.0,8,4,38.0,12.0,22.0,9.0,7.0,5.0,17.0,8.0,58.0,42.0,43.0,5.0,14.0,10.0,65.0,15.0,9.0,19.0,19.0,19.0,"['people' 'trump' 'really' 'evil' 'home' 'like' 'family' 'care' 'day'
 'know']",[22 21 17 16 16 16 12 11 11 11]
USA,SC,South Carolina,2020,01,0.024043372715247716,48,7.0,26.0,15.0,8,4,7.0,7.0,3.0,2.0,1.0,2.0,3.0,2.0,18.0,3.0,4.0,9.0,8.0,0.0,15.0,3.0,2.0,0.0,0.0,7.0,"['china' 'got' 'dr' 'people' 'cure' 'flight' 'outbreak' 'patient' 'person'
 'right']",[9 7 6 5 4 4 4 4 4 4]
USA,SC,South Carolina,2020,02,0.0035792607929704743,155,33.0,76.0,46.0,8,1,14.0,18.0,28.0,5.0,1.0,6.0,13.0,7.0,55.0,8.0,17.0,37.0,7.0,7.0,24.0,9.0,15.0,13.0,8.0,18.0,"['china' 'people' 'wuhan' 'think' 'trump' 'america' 'realdonaldtrump'
 'really' 'beer' 'called']",[16 16 15  9  9  8  8  8  7  7]
USA,SC,South Carolina,2020,03,0.05051088999582408,1062,223.0,433.0,406.0,8,4,160.0,104.0,67.0,73.0,19.0,50.0,96.0,51.0,316.0,126.0,210.0,102.0,147.0,53.0,264.0,76.0,50.0,51.0,58.0,51.0,['people' 'like' 'time' 'know' 'day' 'case' 'need' 'don' 'say' 'make'],[74 65 52 48 45 44 42 41 39 37]
USA,SC,South Carolina,2020,04,0.0585043457716186,1253,290.0,466.0,497.0,8,4,185.0,87.0,91.0,65.0,36.0,76.0,96.0,81.0,324.0,212.0,290.0,55.0,131.0,59.0,361.0,69.0,58.0,44.0,92.0,94.0,['like' 'people' 'going' 'time' 'know' 'home' 'need' 'day' 'news' 'think'],[83 75 63 61 60 55 52 48 48 48]
USA,SC,South Carolina,2020,05,0.05957579278966747,391,90.0,137.0,164.0,8,4,76.0,29.0,22.0,20.0,10.0,22.0,23.0,21.0,114.0,54.0,87.0,27.0,47.0,17.0,90.0,21.0,24.0,23.0,32.0,23.0,['people' 'like' 'new' 'day' 'trump' 'death' 'need' 'today' 'know' 'life'],[36 28 25 21 20 18 18 17 16 14]
USA,SD,South Dakota,2020,01,-0.1,2,1.0,1.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"['flu' 'people' 'beer' 'died' 'epidemic' 'joke' 'killed' 'season' 'seeing'
 'abc']",[2 2 1 1 1 1 1 1 1 0]
USA,SD,South Dakota,2020,02,-0.13626314162028447,14,6.0,5.0,3.0,8,0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,"['know' 'ain' 'china' 'people' 'realdonaldtrump' 'according' 'big' 'case'
 'city' 'closed']",[3 2 2 2 2 1 1 1 1 1]
USA,SD,South Dakota,2020,03,0.08643261698618843,140,38.0,37.0,65.0,8,0,27.0,15.0,5.0,8.0,3.0,7.0,13.0,8.0,39.0,15.0,30.0,19.0,17.0,5.0,24.0,3.0,8.0,4.0,13.0,17.0,['people' 'im' 'new' 'south' 'flu' 'good' 'know' 'like' 'look' 'positive'],[11  9  8  7  6  6  6  6  6  6]
USA,SD,South Dakota,2020,04,0.05770275119617225,190,51.0,60.0,79.0,8,4,29.0,13.0,5.0,13.0,0.0,14.0,27.0,7.0,45.0,37.0,41.0,6.0,15.0,19.0,53.0,7.0,15.0,7.0,17.0,10.0,"['people' 'like' 'home' 'order' 'stay' 'patient' 'case' 'need' 'better'
 'say']",[18 17 16 15 14 13 12 12 11 11]
USA,SD,South Dakota,2020,05,0.0635295709192768,68,14.0,23.0,31.0,8,4,6.0,3.0,1.0,2.0,0.0,8.0,5.0,5.0,24.0,14.0,12.0,3.0,6.0,5.0,18.0,4.0,9.0,3.0,4.0,4.0,"['south' 'people' 'business' 'going' 'good' 'like' 'getting' 'week'
 'county' 'death']",[14  8  6  6  6  6  5  5  4  4]
USA,TN,Tennessee,2020,01,0.0464703425229741,76,16.0,33.0,27.0,8,1,9.0,18.0,5.0,2.0,0.0,0.0,4.0,3.0,31.0,4.0,4.0,19.0,11.0,2.0,9.0,2.0,10.0,2.0,13.0,4.0,"['china' 'people' 'know' 'wuhan' 'don' 'like' 'flu' 'got' 'outbreak'
 'safe']",[19 14 12 11  9  9  8  5  5  5]
USA,TN,Tennessee,2020,02,0.017248879851491792,268,66.0,105.0,97.0,8,1,43.0,34.0,24.0,10.0,4.0,12.0,21.0,10.0,90.0,20.0,33.0,63.0,31.0,16.0,40.0,8.0,11.0,20.0,19.0,27.0,"['china' 'like' 'people' 'trump' 'health' 'know' 'wuhan' 'think' 'time'
 'travel']",[24 20 17 17 16 15 14 12 12 12]
USA,TN,Tennessee,2020,03,0.05230621751943319,2570,544.0,1073.0,953.0,8,4,342.0,291.0,129.0,200.0,54.0,97.0,192.0,115.0,755.0,395.0,448.0,299.0,292.0,132.0,673.0,127.0,159.0,76.0,185.0,179.0,['people' 'time' 'like' 'home' 'don' 'case' 'know' 'need' 'day' 'stay'],[205 146 124 111 106 102 100  93  85  82]
USA,TN,Tennessee,2020,04,0.07509685254391447,3186,661.0,1196.0,1329.0,8,4,529.0,207.0,172.0,289.0,59.0,176.0,283.0,143.0,790.0,538.0,728.0,147.0,317.0,142.0,972.0,169.0,190.0,120.0,220.0,181.0,['people' 'like' 'time' 'day' 'home' 'need' 'pandemic' 'case' 'good' 'say'],[244 171 168 134 130 124 119 118 112 109]
USA,TN,Tennessee,2020,05,0.06917482294752031,950,206.0,333.0,411.0,0,4,222.0,55.0,47.0,85.0,17.0,42.0,63.0,44.0,218.0,157.0,247.0,36.0,71.0,37.0,282.0,56.0,40.0,55.0,62.0,64.0,"['new' 'death' 'people' 'case' 'trump' 'day' 'positive' 'number' 'test'
 'think']",[69 66 55 53 51 44 41 37 37 37]
USA,TX,Texas,2020,01,0.014389525958674897,564,113.0,299.0,152.0,8,1,82.0,127.0,27.0,21.0,3.0,22.0,31.0,27.0,189.0,35.0,57.0,142.0,95.0,31.0,97.0,36.0,22.0,12.0,36.0,36.0,"['wuhan' 'china' 'like' 'outbreak' 'people' 'case' 'know' 'don' 'student'
 'time']",[67 64 53 38 33 32 28 24 20 20]
USA,TX,Texas,2020,02,0.01358470320748081,1832,447.0,764.0,621.0,8,1,233.0,409.0,114.0,46.0,25.0,89.0,155.0,64.0,575.0,122.0,192.0,578.0,121.0,57.0,302.0,80.0,145.0,95.0,154.0,108.0,['wuhan' 'people' 'china' 'like' 'trump' 'don' 'know' 'got' 'case' 'world'],[184 181 155 124  98  81  79  73  71  64]
USA,TX,Texas,2020,03,0.04586301352141449,14628,3204.0,6227.0,5197.0,8,4,2244.0,1996.0,753.0,934.0,268.0,605.0,1149.0,709.0,4109.0,1861.0,2704.0,2011.0,1584.0,629.0,3655.0,665.0,807.0,531.0,1039.0,1003.0,['people' 'like' 'time' 'need' 'home' 'trump' 'stay' 'know' 'case' 'don'],[1053  783  639  631  597  541  524  513  498  486]
USA,TX,Texas,2020,04,0.05963723137671401,14763,3203.0,5625.0,5935.0,8,4,2559.0,1146.0,783.0,944.0,331.0,866.0,1197.0,841.0,3793.0,2303.0,3484.0,915.0,1491.0,629.0,3887.0,832.0,874.0,758.0,1028.0,865.0,['people' 'like' 'trump' 'time' 'texas' 'need' 'day' 'death' 'know' 'home'],[1173  811  714  678  676  628  625  567  566  564]
USA,TX,Texas,2020,05,0.059794321589511944,4713,1036.0,1817.0,1860.0,8,4,834.0,401.0,266.0,310.0,121.0,232.0,421.0,266.0,1123.0,739.0,1195.0,266.0,410.0,177.0,1271.0,303.0,250.0,205.0,324.0,312.0,"['people' 'texas' 'like' 'day' 'time' 'case' 'death' 'trump' 'new'
 'pandemic']",[348 298 277 240 209 201 201 201 188 186]
USA,Tx,Tx,2020,04,0.0,1,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['life' 'quarantine' 'abc' 'able' 'absolutely' 'access' 'according'
 'account' 'act' 'action']",[1 1 0 0 0 0 0 0 0 0]
USA,UT,Utah,2020,01,0.012380952380952378,41,12.0,18.0,11.0,8,4,7.0,8.0,2.0,0.0,1.0,0.0,4.0,1.0,16.0,2.0,2.0,9.0,5.0,2.0,11.0,1.0,3.0,1.0,2.0,5.0,"['wuhan' 'impact' 'like' 'china' 'people' 'day' 'im' 'infected' 'kill'
 'level']",[8 6 6 5 5 4 4 4 4 4]
USA,UT,Utah,2020,02,0.07871933261543652,143,25.0,58.0,60.0,8,1,21.0,25.0,8.0,10.0,1.0,0.0,10.0,14.0,45.0,9.0,14.0,37.0,18.0,4.0,32.0,7.0,3.0,8.0,4.0,16.0,['wuhan' 'don' 'going' 'know' 'like' 'thing' 'cdc' 'china' 'good' 'mask'],[13 10 10  9  9  9  8  8  8  8]
USA,UT,Utah,2020,03,0.07186478596259441,1100,245.0,409.0,446.0,8,4,153.0,113.0,51.0,70.0,22.0,43.0,90.0,65.0,321.0,172.0,197.0,109.0,118.0,52.0,296.0,60.0,82.0,41.0,76.0,69.0,['people' 'like' 'home' 'time' 'week' 'don' 'know' 'thing' 'going' 'got'],[121  74  54  48  48  45  44  44  43  38]
USA,UT,Utah,2020,04,0.05920980470361444,1151,269.0,403.0,479.0,8,4,182.0,67.0,71.0,62.0,18.0,74.0,115.0,60.0,312.0,190.0,246.0,40.0,121.0,61.0,284.0,76.0,75.0,85.0,89.0,74.0,"['people' 'trump' 'like' 'pandemic' 'know' 'home' 'need' 'today' 'work'
 'time']",[89 84 72 63 57 54 54 52 51 49]
USA,UT,Utah,2020,05,0.05369839256725417,352,77.0,127.0,148.0,8,4,52.0,13.0,19.0,19.0,3.0,25.0,48.0,20.0,90.0,63.0,80.0,10.0,29.0,20.0,102.0,21.0,20.0,24.0,23.0,23.0,['case' 'trump' 'know' 'people' 'time' 'day' 'death' 'like' 'need' 'test'],[26 26 24 24 23 20 20 20 20 19]
USA,VA,Virginia,2020,01,0.04095004095004095,111,21.0,41.0,49.0,8,1,19.0,16.0,4.0,5.0,1.0,4.0,12.0,8.0,39.0,3.0,6.0,26.0,14.0,5.0,24.0,8.0,4.0,3.0,8.0,13.0,"['people' 'wuhan' 'beer' 'flu' 'china' 'don' 'know' 'like' 'outbreak'
 'new']",[13 13  9  8  7  7  7  7  7  6]
USA,VA,Virginia,2020,02,0.019225016881266883,312,67.0,152.0,93.0,8,1,42.0,64.0,31.0,14.0,3.0,9.0,27.0,9.0,79.0,34.0,34.0,84.0,29.0,13.0,56.0,15.0,30.0,9.0,17.0,25.0,"['wuhan' 'people' 'china' 'like' 'flu' 'don' 'case' 'health' 'going'
 'know']",[42 35 25 23 16 15 13 13 12 11]
USA,VA,Virginia,2020,03,0.0649694020152363,3155,691.0,1271.0,1193.0,8,4,517.0,322.0,190.0,214.0,61.0,112.0,300.0,169.0,850.0,420.0,584.0,352.0,382.0,139.0,756.0,148.0,195.0,155.0,235.0,209.0,['people' 'like' 'need' 'trump' 'time' 'don' 'day' 'case' 'know' 'home'],[264 191 147 146 141 122 112 110 106  99]
USA,VA,Virginia,2020,04,0.06320479347410962,3580,773.0,1372.0,1435.0,8,4,523.0,235.0,244.0,254.0,69.0,238.0,367.0,171.0,877.0,602.0,861.0,148.0,415.0,136.0,922.0,211.0,227.0,186.0,270.0,204.0,"['people' 'like' 'trump' 'time' 'need' 'pandemic' 'day' 'know' 'good'
 'death']",[304 204 199 193 177 146 135 125 120 119]
USA,VA,Virginia,2020,05,0.07426986693115725,1209,236.0,477.0,496.0,8,4,214.0,77.0,68.0,85.0,22.0,70.0,118.0,81.0,276.0,198.0,331.0,44.0,107.0,54.0,332.0,76.0,73.0,48.0,73.0,71.0,"['people' 'death' 'time' 'pandemic' 'day' 'like' 'home' 'trump' 'know'
 'need']",[97 66 58 57 56 56 52 51 48 47]
USA,VT,Vermont,2020,01,-0.22187499999999996,1,1.0,0.0,0.0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['bad' 'beer' 'cancel' 'drinking' 'matter' 'totally' 'won' 'abc' 'able'
 'absolutely']",[1 1 1 1 1 1 1 0 0 0]
USA,VT,Vermont,2020,02,0.03408940596440597,24,5.0,10.0,9.0,8,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,2.0,7.0,0.0,2.0,6.0,0.0,3.0,4.0,0.0,0.0,"['say' 'telling' 'water' 'flu' 'hoax' 'said' 'trump' 'case' 'chinese'
 'democrats']",[6 6 6 4 4 4 4 3 3 3]
USA,VT,Vermont,2020,03,0.07829062461969089,166,46.0,40.0,80.0,8,0,35.0,5.0,10.0,12.0,4.0,8.0,14.0,12.0,36.0,30.0,44.0,14.0,16.0,4.0,33.0,5.0,13.0,25.0,7.0,5.0,"['trump' 'pandemic' 'quarantine' 'people' 'time' 'president' 'spread'
 'need' 'government' 'health']",[36 24 19 14 14 13 12 11 10 10]
USA,VT,Vermont,2020,04,0.07740239612557209,233,41.0,113.0,79.0,8,0,33.0,12.0,9.0,30.0,3.0,19.0,30.0,17.0,52.0,28.0,79.0,13.0,28.0,13.0,45.0,4.0,15.0,12.0,11.0,13.0,"['quarantine' 'pandemic' 'people' 'need' 'today' 'trump' 'easter' 'time'
 'day' 've']",[41 17 17 15 14 14 12 12 11 11]
USA,VT,Vermont,2020,05,0.03349116161616161,80,16.0,42.0,22.0,0,0,19.0,6.0,6.0,4.0,1.0,5.0,15.0,0.0,18.0,6.0,33.0,1.0,4.0,10.0,10.0,2.0,3.0,6.0,2.0,9.0,"['today' 'trump' 'going' 'think' 'birthday' 'good' 'quarantine' 'vaccine'
 'wow' 'day']",[12  6  5  5  4  4  4  4  4  3]
USA,WA,Washington,2020,01,0.0124254037438969,146,41.0,51.0,54.0,8,1,20.0,22.0,4.0,2.0,0.0,3.0,11.0,9.0,63.0,12.0,10.0,40.0,10.0,4.0,22.0,11.0,17.0,3.0,18.0,11.0,"['wuhan' 'people' 'outbreak' 'flu' 'like' 'day' 'know' 'think' 'bad'
 'china']",[36 22 15 13 13 10 10  9  8  8]
USA,WA,Washington,2020,02,0.04218832444211232,495,125.0,162.0,208.0,8,1,79.0,57.0,46.0,13.0,7.0,9.0,47.0,12.0,171.0,54.0,59.0,120.0,30.0,14.0,107.0,22.0,37.0,36.0,36.0,34.0,"['wuhan' 'people' 'china' 'beer' 'trump' 'know' 'death' 'case' 'good'
 'health']",[52 47 41 33 32 31 28 27 26 24]
USA,WA,Washington,2020,03,0.07337456970871202,4378,935.0,1593.0,1850.0,8,4,718.0,351.0,217.0,260.0,57.0,212.0,430.0,198.0,1233.0,702.0,867.0,384.0,393.0,205.0,1136.0,246.0,309.0,178.0,310.0,350.0,"['people' 'seattle' 'like' 'time' 'home' 'need' 'work' 'know' 'help'
 'trump']",[439 281 236 226 211 190 189 185 171 161]
USA,WA,Washington,2020,04,0.05861191677746305,3788,862.0,1321.0,1605.0,8,4,616.0,196.0,267.0,229.0,73.0,230.0,330.0,206.0,998.0,643.0,909.0,146.0,305.0,161.0,995.0,255.0,256.0,224.0,287.0,250.0,"['people' 'like' 'death' 'trump' 'time' 'need' 'pandemic' 'day' 'home'
 'good']",[356 266 226 200 191 176 172 147 136 132]
USA,WA,Washington,2020,05,0.05614769097604856,1286,321.0,435.0,530.0,8,4,224.0,66.0,72.0,82.0,26.0,67.0,111.0,57.0,360.0,221.0,313.0,44.0,87.0,55.0,365.0,65.0,105.0,59.0,94.0,99.0,"['people' 'like' 'death' 'trump' 'know' 'good' 'seattle' 'time' 'need'
 'going']",[141  83  81  63  61  56  56  55  54  51]
USA,WI,Wisconsin,2020,01,0.006971108601543384,46,16.0,20.0,10.0,8,1,5.0,9.0,0.0,3.0,0.0,0.0,6.0,2.0,19.0,2.0,1.0,16.0,9.0,1.0,11.0,0.0,4.0,0.0,2.0,2.0,"['wuhan' 'china' 'flu' 'beer' 'home' 'saying' 'going' 'kill' 'people'
 'really']",[17  9  7  6  6  6  5  5  5  5]
USA,WI,Wisconsin,2020,02,0.0617337185312392,121,22.0,62.0,37.0,8,1,14.0,28.0,5.0,4.0,1.0,6.0,6.0,4.0,43.0,10.0,16.0,36.0,7.0,5.0,23.0,5.0,11.0,4.0,6.0,8.0,"['people' 'free' 'wuhan' 'die' 'drinking' 'government' 'outbreak'
 'tonight' 'beer' 'disease']",[11  7  7  6  6  6  6  6  5  5]
USA,WI,Wisconsin,2020,03,0.05740774547021294,1098,233.0,464.0,401.0,8,4,196.0,104.0,49.0,63.0,14.0,54.0,75.0,56.0,321.0,166.0,200.0,121.0,128.0,53.0,297.0,53.0,68.0,44.0,68.0,66.0,['people' 'home' 'like' 'day' 'know' 'need' 'time' 'test' 'don' 'case'],[99 59 51 50 48 47 47 45 39 38]
USA,WI,Wisconsin,2020,04,0.058642990530913465,1406,317.0,517.0,572.0,8,4,273.0,81.0,88.0,90.0,20.0,77.0,121.0,67.0,384.0,205.0,324.0,46.0,105.0,69.0,422.0,102.0,89.0,67.0,78.0,104.0,"['people' 'death' 'need' 'case' 'day' 'time' 'like' 'pandemic' 'trump'
 'new']",[103  76  69  64  64  61  58  57  55  54]
USA,WI,Wisconsin,2020,05,0.03566464431377359,484,117.0,176.0,191.0,8,4,109.0,30.0,22.0,17.0,13.0,19.0,36.0,34.0,114.0,90.0,114.0,14.0,39.0,24.0,119.0,36.0,44.0,20.0,35.0,39.0,['people' 'death' 'trump' 'day' 'home' 'case' 'week' 'new' 'right' 'like'],[56 33 28 26 26 22 22 21 21 20]
USA,WV,West Virginia,2020,01,0.3,12,0.0,5.0,7.0,9,4,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,"['china' 'friend' 'prayer' 'recovery' 'wish' 'beautiful' 'epidemic' 'omg'
 'really' 'safe']",[3 3 3 3 3 2 2 2 2 2]
USA,WV,West Virginia,2020,02,0.0014157014157014168,37,10.0,16.0,11.0,1,1,3.0,12.0,2.0,2.0,0.0,2.0,2.0,2.0,11.0,1.0,0.0,11.0,3.0,2.0,10.0,0.0,5.0,0.0,4.0,2.0,"['beer' 'guy' 'people' 'like' 'cause' 'china' 'mean' 'change' 'cover'
 'crisis']",[5 5 5 4 3 3 3 2 2 2]
USA,WV,West Virginia,2020,03,0.07434328403078402,282,66.0,94.0,122.0,8,1,32.0,41.0,11.0,18.0,4.0,8.0,17.0,16.0,92.0,43.0,50.0,65.0,25.0,21.0,57.0,11.0,15.0,5.0,24.0,9.0,['people' 'time' 'like' 've' 'day' 'good' 'say' 'help' 'pandemic' 'social'],[22 22 21 16 15 15 15 14 14 13]
USA,WV,West Virginia,2020,04,0.09024983929189537,321,64.0,120.0,137.0,8,0,56.0,12.0,15.0,32.0,9.0,31.0,21.0,19.0,80.0,46.0,77.0,10.0,42.0,13.0,70.0,25.0,15.0,15.0,26.0,28.0,['people' 'like' 'day' 'case' 'death' 'dont' 'got' 'time' 'trump' 'home'],[25 20 16 15 15 13 13 13 13 12]
USA,WV,West Virginia,2020,05,0.05494922806785052,98,22.0,29.0,47.0,8,0,19.0,10.0,9.0,4.0,2.0,2.0,13.0,1.0,26.0,12.0,38.0,6.0,6.0,8.0,16.0,2.0,8.0,4.0,3.0,7.0,"['people' 'shot' 'know' 'live' 'realdonaldtrump' 'false' 'thing' 'folk'
 'got' 'healthcare']",[15  9  7  7  7  6  6  5  5  5]
USA,WY,Wyoming,2020,01,0.11666666666666667,4,0.0,2.0,2.0,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"['big' 'control' 'day' 'don' 'good' 'gotta' 'just' 'like' 'population'
 'tell']",[1 1 1 1 1 1 1 1 1 1]
USA,WY,Wyoming,2020,02,0.01577057096943462,44,11.0,9.0,24.0,8,4,5.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,8.0,5.0,1.0,1.0,10.0,1.0,5.0,0.0,5.0,8.0,['like' 'want' 'good' 'people' 'time' 'bad' 'day' 'death' 'long' 'ok'],[12 12 11  8  8  6  6  6  6  6]
USA,WY,Wyoming,2020,03,0.04608259648153266,94,21.0,32.0,41.0,8,4,7.0,9.0,5.0,6.0,0.0,2.0,10.0,1.0,37.0,17.0,12.0,11.0,3.0,2.0,29.0,6.0,7.0,0.0,9.0,15.0,['people' 'want' 'death' 'today' 'im' 'new' 'gonna' 'need' 'sick' 've'],[11  9  8  8  7  7  6  6  6  6]
USA,WY,Wyoming,2020,04,0.04861752554230431,113,29.0,41.0,43.0,8,0,22.0,6.0,7.0,9.0,3.0,0.0,11.0,8.0,35.0,12.0,24.0,10.0,7.0,6.0,24.0,1.0,11.0,14.0,9.0,7.0,"['realdonaldtrump' 'people' 'want' 'case' 'trump' 'good' 'hope' 'failure'
 'going' 'like']",[14 13 12 10 10  8  8  7  7  7]
